usedcarskuid,loc,myear,body,transmission,fuel,km,ip,images,imgcount,threesixty,dvn,oem,model,variant,city,listed_price,discountvalue,utype,cartype,top_features,comfort_features,interior_features,exterior_features,safety_features,color,engine type,no of cylinder,valves per cylinder,valve configuration,turbo charger,super charger,length,width,height,wheel base,front tread,rear tread,kerb weight,gross weight,gear box,drive type,seats,steering type,turning radius,front brake type,rear brake type,top speed,acceleration,tyre type,doors,cargo volume,model_type_new,state,exterior_color,owner_type,fuel suppy system,compression ratio,alloy wheel size,max power delivered,max power at,max torque delivered,max torque at,bore,car_age,km_per_year,log_price,oem_target_enc,model_target_enc,city_target_enc,oem_freq_enc,model_freq_enc,city_freq_enc,brand_age,km_per_year_age,power_weight_ratio,predicted_price,residual
632e737c-7387-4526-8468-587840221b42,tambaram,2020,suv,manual,petrol,10511.0,0,[{'img': 'https://cars24.gaadi.com/user/server/php/files72/img2721196/usedcar_1_727191678446113_1678446559.jpg?imwidth=640'}],15,False,kia seltos gtx,kia,kia seltos,gtx,chennai,1657000.0,0,dealer,corporate,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'voice control', 'gear shift indicator', 'remote engine start stop', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'height adjustable driver seat', 'leather wrap gear shift selector']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome garnish', 'roof rail', 'leddrls', 'ledheadlights', 'ledtaillights', 'ledfog lamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti pinch power windows', 'speed sensing auto door lock', 'isofix child seat mounts', 'pretensioners and force limiter seatbelts', 'hill assist', 'no of airbags', 'eletronic stability control']",white,smartstream g1.5,4.0,4.0,,False,False,4315.0,1800.0,1645.0,2610.0,1485.0,1493.0,1066.0,1595.0,6 speed,fwd,5.0,power,5.1,disc,disc,168.56,13.2,tubeless radial,5.0,433.0,used,tamil nadu,white,first,Multi-Point Fuel Injection,,16.0,113.43,6300.0,144.0,4500.0,73.0,5,2102.195795608409,14.32051989990882,14.123989387412678,14.168227355599253,13.449930966375753,729,461,879,70.61994693706339,10510.978978042043,0.10640712945590995,1290224.6915416308,366775.3084583704
04030853-46f5-40d2-a5b8-3c9dc238612e,mahadevapura,2019,suv,manual,petrol,49415.0,0,[{'img': 'https://cars24.gaadi.com/user/server/php/files72/img2720516/usedcar_1_727151678431495_1678431707.jpg?imwidth=640'}],15,False,kia seltos gtx plus,kia,kia seltos,gtx plus,bangalore,1872000.0,0,dealer,corporate,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'voice control', 'gear shift indicator', 'remote engine start stop', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'height adjustable driver seat', 'ventilated seats', 'leather wrap gear shift selector']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'rear spoiler', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome garnish', 'roof rail', 'leddrls', 'ledheadlights', 'ledtaillights', 'ledfog lamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti pinch power windows', 'speed sensing auto door lock', 'isofix child seat mounts', 'heads up display', 'pretensioners and force limiter seatbelts', 'blind spot monitor', 'hill assist', 'view360camera', 'no of airbags', 'eletronic stability control']",maroon,smartstream g1.4,4.0,4.0,,True,True,4315.0,1800.0,1645.0,2610.0,1485.0,1493.0,1066.0,1595.0,6 speed,fwd,5.0,power,5.1,disc,disc,168.56,13.2,tubeless radial,5.0,433.0,used,karnataka,maroon,first,Gasoline Direct Injection,,17.0,138.08,6000.0,242.0,2350.0,73.0,6,8235.819606967323,14.442518470207565,14.123989387412678,14.168227355599253,13.375784367637182,729,461,4881,84.74393632447607,49414.91764180394,0.12953095684803004,1540571.6258311053,331428.3741688931
7a011466-4eab-4d2a-aee1-251c87f267bb,thathawade,2021,suv,manual,petrol,5197.0,0,[{'img': 'https://cars24.gaadi.com/user/server/php/files72/img2720498/usedcar_1_729871678430429_1678431152.jpg?imwidth=640'}],15,False,kia seltos gtx plus,kia,kia seltos,gtx plus,pune,1871000.0,0,dealer,corporate,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'voice control', 'gear shift indicator', 'remote engine start stop', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'height adjustable driver seat', 'ventilated seats', 'leather wrap gear shift selector']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'rear spoiler', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome garnish', 'roof rail', 'leddrls', 'ledheadlights', 'ledtaillights', 'ledfog lamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti pinch power windows', 'speed sensing auto door lock', 'isofix child seat mounts', 'heads up display', 'pretensioners and force limiter seatbelts', 'blind spot monitor', 'hill assist', 'view360camera', 'no of airbags', 'eletronic stability control']",blue,smartstream g1.4,4.0,4.0,,True,True,4315.0,1800.0,1645.0,2610.0,1485.0,1493.0,1066.0,1595.0,6 speed,fwd,5.0,power,5.1,disc,disc,168.56,13.2,tubeless radial,5.0,433.0,used,maharashtra,blue,first,Gasoline Direct Injection,,17.0,138.08,6000.0,242.0,2350.0,73.0,4,1299.2467518831204,14.441984139729627,14.123989387412678,14.168227355599253,13.088104300808027,729,461,4821,56.49595754965071,5196.987007532482,0.12953095684803004,1594536.8056426262,276463.19435737235
14ef5d62-f4d8-4d9f-83f9-811614fd5125,mahadevapura,2020,suv,manual,petrol,11559.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/usedcar_1_727151678178422_1678178831.jpg?imwidth=640'}],15,False,kia seltos gtx,kia,kia seltos,gtx,bangalore,1649000.0,0,dealer,corporate,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'voice control', 'gear shift indicator', 'remote engine start stop', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'height adjustable driver seat', 'leather wrap gear shift selector']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome garnish', 'roof rail', 'leddrls', 'ledheadlights', 'ledtaillights', 'ledfog lamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti pinch power windows', 'speed sensing auto door lock', 'isofix child seat mounts', 'pretensioners and force limiter seatbelts', 'hill assist', 'no of airbags', 'eletronic stability control']",white,smartstream g1.5,4.0,4.0,,False,False,4315.0,1800.0,1645.0,2610.0,1485.0,1493.0,1066.0,1595.0,6 speed,fwd,5.0,power,5.1,disc,disc,168.56,13.2,tubeless radial,5.0,433.0,used,karnataka,white,first,Multi-Point Fuel Injection,,16.0,113.43,6300.0,144.0,4500.0,73.0,5,2311.795376409247,14.31568020796969,14.123989387412678,14.168227355599253,13.375784367637182,729,461,4881,70.61994693706339,11558.976882046236,0.10640712945590995,1317227.5859383722,331772.4140616271
6a2e08ec-d26a-4fa3-83f9-72413e68e9ad,chennai gpo,2021,suv,automatic,diesel,34145.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/spyne_vcc_car_replace_bg_dff18236-7897-4b1e-be95-c453df729615_1700253_116_1677121129.jpg?imwidth=640'}],23,True,kia seltos gtx plus at d,kia,kia seltos,gtx plus at d,chennai,1500000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'voice control', 'steering wheel gearshift paddles', 'drive modes', 'remote engine start stop', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'driving experience control eco', 'height adjustable driver seat', 'ventilated seats', 'leather wrap gear shift selector']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rain sensing wiper', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'rear spoiler', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome garnish', 'roof rail', 'leddrls', 'ledheadlights', 'ledtaillights', 'ledfog lamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'vehicle stability control system', 'traction control', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti pinch power windows', 'speed sensing auto door lock', 'isofix child seat mounts', 'heads up display', 'pretensioners and force limiter seatbelts', 'blind spot monitor', 'hill assist', 'view360camera', 'no of airbags', 'eletronic stability control']",aurora black pearl,1.5 l crdi vgt,4.0,4.0,,True,True,4315.0,1800.0,1645.0,2610.0,1485.0,1493.0,1066.0,1595.0,6 speed,fwd,5.0,power,5.1,disc,disc,168.56,13.2,tubeless radial,5.0,433.0,used,tamil nadu,aurora black pearl,first,Common Rail Injection,,17.0,113.43,4000.0,250.0,2125.0,73.0,4,8536.228659428352,14.220976332738882,14.123989387412678,14.168227355599253,13.449930966375753,729,461,879,56.49595754965071,34144.91463771341,0.10640712945590995,1822923.122039587,322923.1220395884
55e66fcd-f844-4898-b97e-12f6e1fbb617,hyderabad,2020,muv,automatic,diesel,63438.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/spyne_vcc_car_replace_bg_452fe609-1578-42d4-be4d-ac84fd5e789e_1694632_116_1676346754.jpg?imwidth=640'}],20,True,kia carnival limousine,kia,kia carnival,limousine,hyderabad,2700000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'smart access card entry', 'engine start stop button', 'voice control', 'adjustable headrest', 'power boot', 'hands free tailgate']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'glove compartment', 'digital clock', 'height adjustable driver seat', 'dual tone dashboard']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'rear spoiler', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'roof rail', 'ledheadlights', 'ledtaillights', 'ledfog lamps', 'projector headlamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'seat belt warning', 'door ajar warning', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'crash sensor', 'automatic head lamps', 'ebd', 'rear camera', 'anti pinch power windows', 'speed sensing auto door lock', 'isofix child seat mounts', 'pretensioners and force limiter seatbelts', 'hill assist', 'no of airbags', 'eletronic stability control']",glacier white pearl,d2.2l vgt diesel,4.0,4.0,,True,True,5115.0,1985.0,1755.0,3060.0,1485.0,1493.0,1066.0,1595.0,8 speed,2wd,7.0,unknown,5.1,disc,disc,168.56,13.2,tubeless radial,5.0,540.0,used,telangana,glacier white pearl,first,Common Rail Injection,,18.0,197.26,3800.0,440.0,2250.0,73.0,5,12687.574624850751,14.80876270134486,14.123989387412678,14.633723807842316,13.314639926660107,729,24,1298,70.61994693706339,63437.873124253754,0.185046904315197,3010452.0513917315,310452.0513917315
568d2208-9a44-4f1c-9e5c-8501b1695f64,ferozepur road,2020,suv,manual,petrol,21152.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/usedcar_1_2701731_1676980639.jpg?imwidth=640'}],15,False,kia seltos gtx,kia,kia seltos,gtx,ludhiana,1590000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'voice control', 'gear shift indicator', 'remote engine start stop', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'height adjustable driver seat', 'leather wrap gear shift selector']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome garnish', 'roof rail', 'leddrls', 'ledheadlights', 'ledtaillights', 'ledfog lamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti pinch power windows', 'speed sensing auto door lock', 'isofix child seat mounts', 'pretensioners and force limiter seatbelts', 'hill assist', 'no of airbags', 'eletronic stability control']",black,smartstream g1.5,4.0,4.0,,False,False,4315.0,1800.0,1645.0,2610.0,1485.0,1493.0,1066.0,1595.0,6 speed,fwd,5.0,power,5.1,disc,disc,168.56,13.2,tubeless radial,5.0,433.0,used,punjab,black,first,Multi-Point Fuel Injection,,16.0,113.43,6300.0,144.0,4500.0,73.0,5,4230.391539216922,14.279245203127035,14.123989387412678,14.168227355599253,13.002453484896407,729,461,196,70.61994693706339,21151.95769608461,0.10640712945590995,1198375.7550206557,391624.24497934524
d18239e1-1199-44ea-b8f2-21067b3f457d,sector 39,2020,suv,manual,petrol,12210.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/usedcar_1_729901676892096_1676892120.jpg?imwidth=640'}],14,False,kia sonet gtx plus turbo imt,kia,kia sonet,gtx plus turbo imt,noida,1339000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'cup holders rear', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'voice control', 'steering wheel gearshift paddles', 'gear shift indicator', 'battery saver', 'drive modes', 'remote engine start stop', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'height adjustable driver seat', 'ventilated seats', 'leather wrap gear shift selector']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'rear spoiler', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish', 'roof rail', 'leddrls', 'ledheadlights', 'ledtaillights']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti pinch power windows', 'speed sensing auto door lock', 'isofix child seat mounts', 'pretensioners and force limiter seatbelts', 'hill assist', 'impact sensing auto door lock', 'no of airbags', 'eletronic stability control']",grey,smartstream g1.0 t - gdi,3.0,4.0,,True,True,3995.0,1790.0,1642.0,2500.0,1485.0,1493.0,1066.0,1595.0,6 speed,fwd,5.0,power,5.1,disc,drum,168.56,13.2,tubeless radial,5.0,392.0,used,uttar pradesh,grey,first,Gasoline Direct Injection,,16.0,118.36,6000.0,172.0,2750.0,73.0,5,2441.995116009768,14.10743437149902,14.123989387412678,13.895918245723964,13.142557237833325,729,209,1214,70.61994693706339,12209.97558004884,0.11103189493433396,1041508.0747040112,297491.92529598786
46b11d50-4733-4b95-86d6-cbbf39d7fb7b,jogeshwari east,2020,suv,manual,diesel,31000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/usedcar_1_1__13771676876973_1676876983.jpeg?imwidth=640'}],14,False,kia seltos htk plus d,kia,kia seltos,htk plus d,mumbai,1750000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'radio']","['power steering', 'power windows front', 'power windows rear', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'rear reading lamp', 'rear seat headrest', 'height adjustable front seat belts', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'smart access card entry', 'engine start stop button', 'voice control', 'gear shift indicator', 'remote engine start stop', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'digital clock', 'height adjustable driver seat', 'leather wrap gear shift selector']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'outside rear view mirror turn indicators', 'chrome garnish', 'roof rail', 'leddrls', 'projector headlamps']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'passenger air bag', 'side air bag front', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'vehicle stability control system', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'engine check warning', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti pinch power windows', 'speed sensing auto door lock', 'isofix child seat mounts', 'pretensioners and force limiter seatbelts', 'hill assist', 'no of airbags', 'eletronic stability control']",grey,1.5 l crdi vgt,4.0,4.0,,True,True,4315.0,1800.0,1645.0,2610.0,1485.0,1493.0,1066.0,1595.0,6 speed,fwd,5.0,power,5.1,disc,disc,168.56,13.2,tubeless radial,5.0,433.0,used,maharashtra,grey,first,Common Rail Injection,,16.0,113.43,4000.0,250.0,2125.0,73.0,5,6199.9876000248005,14.375126917328105,14.123989387412678,14.168227355599253,13.54115717680812,729,461,2856,70.61994693706339,30999.938000124002,0.10640712945590995,1420073.3089989524,329926.6910010474
7e78c3e4-df48-4016-bc94-82c9af25ba0e,rajkot city,2021,suv,manual,diesel,84000.0,0,[{'img': 'http://dealeradmin.gaadi.com/user/server/php/files72/img2698800/zz1_crop_img_640c225ab47c4_1678516826.jpg?imwidth=640'}],8,False,kia seltos anniversary edition d,kia,kia seltos,anniversary edition d,rajkot,1650000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'centeral locking', 'radio']","['power steering', 'power windows front', 'power windows rear', 'air quality control', 'remote trunk opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'rear acvents', 'navigation system', 'smart access card entry', 'engine start stop button', 'voice control', 'tailgate ajar', 'gear shift indicator', 'remote engine start stop', 'adjustable headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment', 'digital clock', 'outside temperature display', 'height adjustable driver seat', 'dual tone dashboard', 'leather wrap gear shift selector']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'rear window wiper', 'rear window washer', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'sun roof', 'moon roof', 'outside rear view mirror turn indicators', 'chrome garnish', 'automatic driving lights', 'roof rail', 'headlamp washers', 'leddrls', 'ledheadlights', 'ledtaillights', 'ledfog lamps']","['anti lock braking system', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'day night rear view mirror', 'passenger side rear view mirror', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'keyless entry', 'engine immobilizer', 'tyre pressure monitor', 'crash sensor', 'automatic head lamps', 'ebd', 'follow me home headlamps', 'rear camera', 'anti theft device', 'anti pinch power windows', 'speed sensing auto door lock', 'isofix child seat mounts', 'pretensioners and force limiter seatbelts', 'impact sensing auto door lock', 'no of airbags']",black,1.5l crdi vgt,4.0,4.0,dohc,True,True,4315.0,1800.0,1645.0,2610.0,1485.0,1493.0,1066.0,1595.0,6 speed,2wd,5.0,power,5.1,disc,disc,168.56,11.8,tubeless radial,5.0,433.0,used,gujarat,black,first,Common Rail Injection,,16.0,113.4,4000.0,250.0,2125.0,73.0,4,20999.947500131253,14.316286451937186,14.123989387412678,14.168227355599253,13.074099008234958,729,461,309,56.49595754965071,83999.79000052501,0.10637898686679174,1359779.184656166,290220.8153438347
